ID,bag,site,t1,t2,line,event,censor
1,2,Williston Creek,0,5,HNRY3N,1,0
2,2,Williston Creek,5,19,HNRY3N,1,0
3,2,Williston Creek,19,34,HNRY3N,1,0
4,2,Williston Creek,47,75,HNRY3N,1,0
5,2,Williston Creek,47,75,HNRY3N,1,0
6,2,Williston Creek,47,75,HNRY3N,1,0
7,2,Williston Creek,47,75,HNRY3N,1,0
8,2,Williston Creek,47,75,HNRY3N,1,0
9,2,Williston Creek,47,75,HNRY3N,1,0
10,2,Williston Creek,47,75,HNRY3N,1,0
11,2,Williston Creek,47,75,HNRY3N,1,0
12,2,Williston Creek,75,88,HNRY3N,1,0
13,2,Williston Creek,75,88,HNRY3N,1,0
14,2,Williston Creek,75,88,HNRY3N,1,0
15,2,Williston Creek,75,88,HNRY3N,1,0
16,2,Williston Creek,75,88,HNRY3N,1,0
17,2,Williston Creek,75,88,HNRY3N,1,0
18,2,Williston Creek,75,88,HNRY3N,1,0
19,2,Williston Creek,75,88,HNRY3N,1,0
20,2,Williston Creek,75,88,HNRY3N,1,0
21,2,Williston Creek,75,88,HNRY3N,1,0
22,2,Williston Creek,75,88,HNRY3N,1,0
23,2,Williston Creek,75,88,HNRY3N,1,0
24,2,Williston Creek,75,88,HNRY3N,1,0
25,2,Williston Creek,75,88,HNRY3N,1,0
26,2,Williston Creek,75,88,HNRY3N,1,0
27,2,Williston Creek,75,88,HNRY3N,1,0
28,2,Williston Creek,75,88,HNRY3N,1,0
29,2,Williston Creek,75,88,HNRY3N,1,0
30,2,Williston Creek,75,88,HNRY3N,1,0
31,2,Williston Creek,75,88,HNRY3N,1,0
32,2,Williston Creek,75,88,HNRY3N,1,0
33,2,Williston Creek,75,88,HNRY3N,1,0
34,2,Williston Creek,75,88,HNRY3N,1,0
35,2,Williston Creek,75,88,HNRY3N,1,0
36,2,Williston Creek,75,88,HNRY3N,1,0
37,2,Williston Creek,75,88,HNRY3N,1,0
38,2,Williston Creek,75,88,HNRY3N,1,0
39,2,Williston Creek,75,88,HNRY3N,1,0
40,2,Williston Creek,75,88,HNRY3N,1,0
41,2,Williston Creek,75,88,HNRY3N,1,0
42,2,Williston Creek,75,88,HNRY3N,1,0
43,2,Williston Creek,75,88,HNRY3N,1,0
44,2,Williston Creek,75,88,HNRY3N,1,0
45,2,Williston Creek,88,95,HNRY3N,1,0
46,2,Williston Creek,95,102,HNRY3N,1,0
47,2,Williston Creek,102,116,HNRY3N,1,0
48,2,Williston Creek,116,130,HNRY3N,1,0
49,2,Williston Creek,116,130,HNRY3N,1,0
50,2,Williston Creek,116,130,HNRY3N,1,0
51,2,Williston Creek,116,130,HNRY3N,1,0
52,2,Williston Creek,130,145,HNRY3N,1,0
53,2,Williston Creek,130,145,HNRY3N,1,0
54,2,Williston Creek,145,158,HNRY3N,1,0
55,2,Williston Creek,145,158,HNRY3N,1,0
56,2,Williston Creek,158,172,HNRY3N,1,0
57,2,Williston Creek,158,172,HNRY3N,1,0
58,2,Williston Creek,172,186,HNRY3N,1,0
59,2,Williston Creek,172,186,HNRY3N,1,0
60,2,Williston Creek,172,186,HNRY3N,1,0
61,2,Williston Creek,172,186,HNRY3N,1,0
62,2,Williston Creek,172,186,HNRY3N,1,0
63,2,Williston Creek,172,186,HNRY3N,1,0
64,2,Williston Creek,172,186,HNRY3N,1,0
65,2,Williston Creek,186,200,HNRY3N,1,0
66,2,Williston Creek,186,200,HNRY3N,1,0
67,2,Williston Creek,200,214,HNRY3N,1,0
68,2,Williston Creek,200,214,HNRY3N,1,0
69,2,Williston Creek,200,214,HNRY3N,1,0
70,2,Williston Creek,200,214,HNRY3N,1,0
71,2,Williston Creek,214,228,HNRY3N,1,0
72,2,Williston Creek,5,Inf,HNRY3N,0,1
73,2,Williston Creek,19,Inf,HNRY3N,0,1
74,2,Williston Creek,34,Inf,HNRY3N,0,1
75,2,Williston Creek,34,Inf,HNRY3N,0,1
76,2,Williston Creek,47,Inf,HNRY3N,0,1
77,2,Williston Creek,47,Inf,HNRY3N,0,1
78,2,Williston Creek,75,Inf,HNRY3N,0,1
79,2,Williston Creek,75,Inf,HNRY3N,0,1
80,2,Williston Creek,88,Inf,HNRY3N,0,1
81,2,Williston Creek,88,Inf,HNRY3N,0,1
82,2,Williston Creek,95,Inf,HNRY3N,0,1
83,2,Williston Creek,95,Inf,HNRY3N,0,1
84,2,Williston Creek,102,Inf,HNRY3N,0,1
85,2,Williston Creek,102,Inf,HNRY3N,0,1
86,2,Williston Creek,116,Inf,HNRY3N,0,1
87,2,Williston Creek,116,Inf,HNRY3N,0,1
88,2,Williston Creek,130,Inf,HNRY3N,0,1
89,2,Williston Creek,130,Inf,HNRY3N,0,1
90,2,Williston Creek,145,Inf,HNRY3N,0,1
91,2,Williston Creek,145,Inf,HNRY3N,0,1
92,2,Williston Creek,158,Inf,HNRY3N,0,1
93,2,Williston Creek,172,Inf,HNRY3N,0,1
94,2,Williston Creek,186,Inf,HNRY3N,0,1
95,2,Williston Creek,186,Inf,HNRY3N,0,1
96,2,Williston Creek,200,Inf,HNRY3N,0,1
97,2,Williston Creek,200,Inf,HNRY3N,0,1
98,2,Williston Creek,214,Inf,HNRY3N,0,1
99,2,Williston Creek,214,Inf,HNRY3N,0,1
100,2,Williston Creek,228,Inf,HNRY3N,0,1
101,2,Williston Creek,228,Inf,HNRY3N,0,1
102,2,Williston Creek,228,Inf,HNRY3N,0,1
103,2,Williston Creek,228,Inf,HNRY3N,0,1
104,2,Williston Creek,228,Inf,HNRY3N,0,1
105,2,Williston Creek,228,Inf,HNRY3N,0,1
106,2,Williston Creek,228,Inf,HNRY3N,0,1
107,2,Williston Creek,228,Inf,HNRY3N,0,1
108,2,Williston Creek,228,Inf,HNRY3N,0,1
109,2,Williston Creek,228,Inf,HNRY3N,0,1
110,2,Williston Creek,228,Inf,HNRY3N,0,1
111,2,Williston Creek,228,Inf,HNRY3N,0,1
112,2,Williston Creek,228,Inf,HNRY3N,0,1
113,2,Williston Creek,228,Inf,HNRY3N,0,1
114,2,Williston Creek,228,Inf,HNRY3N,0,1
115,2,Williston Creek,228,Inf,HNRY3N,0,1
116,2,Williston Creek,228,Inf,HNRY3N,0,1
117,2,Williston Creek,228,Inf,HNRY3N,0,1
118,2,Williston Creek,228,Inf,HNRY3N,0,1
119,2,Williston Creek,228,Inf,HNRY3N,0,1
120,2,Williston Creek,228,Inf,HNRY3N,0,1
121,2,Williston Creek,228,Inf,HNRY3N,0,1
122,2,Williston Creek,228,Inf,HNRY3N,0,1
123,2,Williston Creek,228,Inf,HNRY3N,0,1
124,2,Williston Creek,228,Inf,HNRY3N,0,1
125,2,Williston Creek,228,Inf,HNRY3N,0,1
126,2,Williston Creek,228,Inf,HNRY3N,0,1
127,2,Williston Creek,228,Inf,HNRY3N,0,1
128,2,Williston Creek,228,Inf,HNRY3N,0,1
129,2,Williston Creek,228,Inf,HNRY3N,0,1
130,2,Williston Creek,228,Inf,HNRY3N,0,1
131,2,Williston Creek,228,Inf,HNRY3N,0,1
132,2,Williston Creek,228,Inf,HNRY3N,0,1
133,2,Williston Creek,228,Inf,HNRY3N,0,1
134,2,Williston Creek,228,Inf,HNRY3N,0,1
135,2,Williston Creek,228,Inf,HNRY3N,0,1
136,2,Williston Creek,228,Inf,HNRY3N,0,1
137,2,Williston Creek,228,Inf,HNRY3N,0,1
138,2,Williston Creek,228,Inf,HNRY3N,0,1
139,2,Williston Creek,228,Inf,HNRY3N,0,1
140,2,Williston Creek,228,Inf,HNRY3N,0,1
141,2,Williston Creek,228,Inf,HNRY3N,0,1
142,2,Williston Creek,228,Inf,HNRY3N,0,1
143,2,Williston Creek,228,Inf,HNRY3N,0,1
144,2,Williston Creek,228,Inf,HNRY3N,0,1
145,2,Williston Creek,228,Inf,HNRY3N,0,1
146,2,Williston Creek,228,Inf,HNRY3N,0,1
147,2,Williston Creek,228,Inf,HNRY3N,0,1
148,2,Williston Creek,228,Inf,HNRY3N,0,1
149,2,Williston Creek,228,Inf,HNRY3N,0,1
150,2,Williston Creek,228,Inf,HNRY3N,0,1
151,2,Williston Creek,228,Inf,HNRY3N,0,1
152,2,Williston Creek,228,Inf,HNRY3N,0,1
153,2,Williston Creek,228,Inf,HNRY3N,0,1
154,2,Williston Creek,228,Inf,HNRY3N,0,1
155,2,Williston Creek,228,Inf,HNRY3N,0,1
156,2,Williston Creek,228,Inf,HNRY3N,0,1
157,2,Williston Creek,228,Inf,HNRY3N,0,1
158,2,Williston Creek,228,Inf,HNRY3N,0,1
159,2,Williston Creek,228,Inf,HNRY3N,0,1
160,2,Williston Creek,228,Inf,HNRY3N,0,1
161,2,Williston Creek,228,Inf,HNRY3N,0,1
162,2,Williston Creek,228,Inf,HNRY3N,0,1
163,2,Williston Creek,228,Inf,HNRY3N,0,1
164,2,Williston Creek,228,Inf,HNRY3N,0,1
165,2,Williston Creek,228,Inf,HNRY3N,0,1
166,2,Williston Creek,228,Inf,HNRY3N,0,1
167,2,Williston Creek,228,Inf,HNRY3N,0,1
168,2,Williston Creek,228,Inf,HNRY3N,0,1
169,2,Williston Creek,228,Inf,HNRY3N,0,1
170,2,Williston Creek,228,Inf,HNRY3N,0,1
171,2,Williston Creek,228,Inf,HNRY3N,0,1
172,2,Williston Creek,228,Inf,HNRY3N,0,1
173,2,Williston Creek,228,Inf,HNRY3N,0,1
174,2,Williston Creek,228,Inf,HNRY3N,0,1
175,2,Williston Creek,228,Inf,HNRY3N,0,1
176,2,Williston Creek,228,Inf,HNRY3N,0,1
177,2,Williston Creek,228,Inf,HNRY3N,0,1
178,2,Williston Creek,228,Inf,HNRY3N,0,1
179,2,Williston Creek,228,Inf,HNRY3N,0,1
180,2,Williston Creek,228,Inf,HNRY3N,0,1
181,2,Williston Creek,228,Inf,HNRY3N,0,1
182,2,Williston Creek,228,Inf,HNRY3N,0,1
183,2,Williston Creek,228,Inf,HNRY3N,0,1
184,2,Williston Creek,228,Inf,HNRY3N,0,1
185,2,Williston Creek,228,Inf,HNRY3N,0,1
186,2,Williston Creek,228,Inf,HNRY3N,0,1
187,2,Williston Creek,228,Inf,HNRY3N,0,1
188,2,Williston Creek,228,Inf,HNRY3N,0,1
189,2,Williston Creek,228,Inf,HNRY3N,0,1
190,2,Williston Creek,228,Inf,HNRY3N,0,1
191,2,Williston Creek,228,Inf,HNRY3N,0,1
192,2,Williston Creek,228,Inf,HNRY3N,0,1
193,2,Williston Creek,228,Inf,HNRY3N,0,1
194,2,Williston Creek,228,Inf,HNRY3N,0,1
195,2,Williston Creek,228,Inf,HNRY3N,0,1
196,2,Williston Creek,228,Inf,HNRY3N,0,1
197,2,Williston Creek,228,Inf,HNRY3N,0,1
198,2,Williston Creek,228,Inf,HNRY3N,0,1
199,2,Williston Creek,228,Inf,HNRY3N,0,1
200,2,Williston Creek,228,Inf,HNRY3N,0,1
201,2,Williston Creek,228,Inf,HNRY3N,0,1
202,2,Williston Creek,228,Inf,HNRY3N,0,1
203,2,Williston Creek,228,Inf,HNRY3N,0,1
204,2,Williston Creek,228,Inf,HNRY3N,0,1
205,2,Williston Creek,228,Inf,HNRY3N,0,1
206,2,Williston Creek,228,Inf,HNRY3N,0,1
207,5,Williston Creek,5,19,NC3N,1,0
208,5,Williston Creek,5,19,NC3N,1,0
209,5,Williston Creek,19,34,NC3N,1,0
210,5,Williston Creek,47,75,NC3N,1,0
211,5,Williston Creek,47,75,NC3N,1,0
212,5,Williston Creek,75,88,NC3N,1,0
213,5,Williston Creek,75,88,NC3N,1,0
214,5,Williston Creek,75,88,NC3N,1,0
215,5,Williston Creek,75,88,NC3N,1,0
216,5,Williston Creek,75,88,NC3N,1,0
217,5,Williston Creek,75,88,NC3N,1,0
218,5,Williston Creek,75,88,NC3N,1,0
219,5,Williston Creek,75,88,NC3N,1,0
220,5,Williston Creek,75,88,NC3N,1,0
221,5,Williston Creek,75,88,NC3N,1,0
222,5,Williston Creek,75,88,NC3N,1,0
223,5,Williston Creek,75,88,NC3N,1,0
224,5,Williston Creek,75,88,NC3N,1,0
225,5,Williston Creek,75,88,NC3N,1,0
226,5,Williston Creek,75,88,NC3N,1,0
227,5,Williston Creek,75,88,NC3N,1,0
228,5,Williston Creek,75,88,NC3N,1,0
229,5,Williston Creek,75,88,NC3N,1,0
230,5,Williston Creek,75,88,NC3N,1,0
231,5,Williston Creek,75,88,NC3N,1,0
232,5,Williston Creek,75,88,NC3N,1,0
233,5,Williston Creek,75,88,NC3N,1,0
234,5,Williston Creek,75,88,NC3N,1,0
235,5,Williston Creek,75,88,NC3N,1,0
236,5,Williston Creek,75,88,NC3N,1,0
237,5,Williston Creek,75,88,NC3N,1,0
238,5,Williston Creek,75,88,NC3N,1,0
239,5,Williston Creek,75,88,NC3N,1,0
240,5,Williston Creek,75,88,NC3N,1,0
241,5,Williston Creek,75,88,NC3N,1,0
242,5,Williston Creek,75,88,NC3N,1,0
243,5,Williston Creek,75,88,NC3N,1,0
244,5,Williston Creek,75,88,NC3N,1,0
245,5,Williston Creek,75,88,NC3N,1,0
246,5,Williston Creek,75,88,NC3N,1,0
247,5,Williston Creek,75,88,NC3N,1,0
248,5,Williston Creek,75,88,NC3N,1,0
249,5,Williston Creek,75,88,NC3N,1,0
250,5,Williston Creek,75,88,NC3N,1,0
251,5,Williston Creek,75,88,NC3N,1,0
252,5,Williston Creek,75,88,NC3N,1,0
253,5,Williston Creek,75,88,NC3N,1,0
254,5,Williston Creek,75,88,NC3N,1,0
255,5,Williston Creek,75,88,NC3N,1,0
256,5,Williston Creek,75,88,NC3N,1,0
257,5,Williston Creek,75,88,NC3N,1,0
258,5,Williston Creek,75,88,NC3N,1,0
259,5,Williston Creek,75,88,NC3N,1,0
260,5,Williston Creek,75,88,NC3N,1,0
261,5,Williston Creek,75,88,NC3N,1,0
262,5,Williston Creek,75,88,NC3N,1,0
263,5,Williston Creek,75,88,NC3N,1,0
264,5,Williston Creek,75,88,NC3N,1,0
265,5,Williston Creek,75,88,NC3N,1,0
266,5,Williston Creek,75,88,NC3N,1,0
267,5,Williston Creek,75,88,NC3N,1,0
268,5,Williston Creek,75,88,NC3N,1,0
269,5,Williston Creek,75,88,NC3N,1,0
270,5,Williston Creek,75,88,NC3N,1,0
271,5,Williston Creek,75,88,NC3N,1,0
272,5,Williston Creek,88,95,NC3N,1,0
273,5,Williston Creek,88,95,NC3N,1,0
274,5,Williston Creek,95,102,NC3N,1,0
275,5,Williston Creek,95,102,NC3N,1,0
276,5,Williston Creek,130,145,NC3N,1,0
277,5,Williston Creek,145,158,NC3N,1,0
278,5,Williston Creek,145,158,NC3N,1,0
279,5,Williston Creek,158,172,NC3N,1,0
280,5,Williston Creek,158,172,NC3N,1,0
281,5,Williston Creek,172,186,NC3N,1,0
282,5,Williston Creek,172,186,NC3N,1,0
283,5,Williston Creek,172,186,NC3N,1,0
284,5,Williston Creek,186,200,NC3N,1,0
285,5,Williston Creek,186,200,NC3N,1,0
286,5,Williston Creek,186,200,NC3N,1,0
287,5,Williston Creek,186,200,NC3N,1,0
288,5,Williston Creek,5,Inf,NC3N,0,1
289,5,Williston Creek,19,Inf,NC3N,0,1
290,5,Williston Creek,19,Inf,NC3N,0,1
291,5,Williston Creek,34,Inf,NC3N,0,1
292,5,Williston Creek,47,Inf,NC3N,0,1
293,5,Williston Creek,75,Inf,NC3N,0,1
294,5,Williston Creek,75,Inf,NC3N,0,1
295,5,Williston Creek,88,Inf,NC3N,0,1
296,5,Williston Creek,88,Inf,NC3N,0,1
297,5,Williston Creek,95,Inf,NC3N,0,1
298,5,Williston Creek,95,Inf,NC3N,0,1
299,5,Williston Creek,102,Inf,NC3N,0,1
300,5,Williston Creek,116,Inf,NC3N,0,1
301,5,Williston Creek,116,Inf,NC3N,0,1
302,5,Williston Creek,130,Inf,NC3N,0,1
303,5,Williston Creek,145,Inf,NC3N,0,1
304,5,Williston Creek,145,Inf,NC3N,0,1
305,5,Williston Creek,158,Inf,NC3N,0,1
306,5,Williston Creek,158,Inf,NC3N,0,1
307,5,Williston Creek,172,Inf,NC3N,0,1
308,5,Williston Creek,172,Inf,NC3N,0,1
309,5,Williston Creek,186,Inf,NC3N,0,1
310,5,Williston Creek,186,Inf,NC3N,0,1
311,5,Williston Creek,200,Inf,NC3N,0,1
312,5,Williston Creek,200,Inf,NC3N,0,1
313,5,Williston Creek,214,Inf,NC3N,0,1
314,5,Williston Creek,228,Inf,NC3N,0,1
315,5,Williston Creek,228,Inf,NC3N,0,1
316,5,Williston Creek,228,Inf,NC3N,0,1
317,5,Williston Creek,228,Inf,NC3N,0,1
318,5,Williston Creek,228,Inf,NC3N,0,1
319,5,Williston Creek,228,Inf,NC3N,0,1
320,5,Williston Creek,228,Inf,NC3N,0,1
321,5,Williston Creek,228,Inf,NC3N,0,1
322,5,Williston Creek,228,Inf,NC3N,0,1
323,5,Williston Creek,228,Inf,NC3N,0,1
324,5,Williston Creek,228,Inf,NC3N,0,1
325,5,Williston Creek,228,Inf,NC3N,0,1
326,5,Williston Creek,228,Inf,NC3N,0,1
327,5,Williston Creek,228,Inf,NC3N,0,1
328,5,Williston Creek,228,Inf,NC3N,0,1
329,5,Williston Creek,228,Inf,NC3N,0,1
330,5,Williston Creek,228,Inf,NC3N,0,1
331,5,Williston Creek,228,Inf,NC3N,0,1
332,5,Williston Creek,228,Inf,NC3N,0,1
333,5,Williston Creek,228,Inf,NC3N,0,1
334,5,Williston Creek,228,Inf,NC3N,0,1
335,5,Williston Creek,228,Inf,NC3N,0,1
336,5,Williston Creek,228,Inf,NC3N,0,1
337,5,Williston Creek,228,Inf,NC3N,0,1
338,5,Williston Creek,228,Inf,NC3N,0,1
339,5,Williston Creek,228,Inf,NC3N,0,1
340,5,Williston Creek,228,Inf,NC3N,0,1
341,5,Williston Creek,228,Inf,NC3N,0,1
342,5,Williston Creek,228,Inf,NC3N,0,1
343,5,Williston Creek,228,Inf,NC3N,0,1
344,5,Williston Creek,228,Inf,NC3N,0,1
345,5,Williston Creek,228,Inf,NC3N,0,1
346,5,Williston Creek,228,Inf,NC3N,0,1
347,5,Williston Creek,228,Inf,NC3N,0,1
348,5,Williston Creek,228,Inf,NC3N,0,1
349,5,Williston Creek,228,Inf,NC3N,0,1
350,5,Williston Creek,228,Inf,NC3N,0,1
351,5,Williston Creek,228,Inf,NC3N,0,1
352,5,Williston Creek,228,Inf,NC3N,0,1
353,5,Williston Creek,228,Inf,NC3N,0,1
354,5,Williston Creek,228,Inf,NC3N,0,1
355,5,Williston Creek,228,Inf,NC3N,0,1
356,5,Williston Creek,228,Inf,NC3N,0,1
357,5,Williston Creek,228,Inf,NC3N,0,1
358,5,Williston Creek,228,Inf,NC3N,0,1
359,5,Williston Creek,228,Inf,NC3N,0,1
360,5,Williston Creek,228,Inf,NC3N,0,1
361,5,Williston Creek,228,Inf,NC3N,0,1
362,5,Williston Creek,228,Inf,NC3N,0,1
363,5,Williston Creek,228,Inf,NC3N,0,1
364,5,Williston Creek,228,Inf,NC3N,0,1
365,5,Williston Creek,228,Inf,NC3N,0,1
366,5,Williston Creek,228,Inf,NC3N,0,1
367,5,Williston Creek,228,Inf,NC3N,0,1
368,5,Williston Creek,228,Inf,NC3N,0,1
369,5,Williston Creek,228,Inf,NC3N,0,1
370,5,Williston Creek,228,Inf,NC3N,0,1
371,5,Williston Creek,228,Inf,NC3N,0,1
372,5,Williston Creek,228,Inf,NC3N,0,1
373,5,Williston Creek,228,Inf,NC3N,0,1
374,5,Williston Creek,228,Inf,NC3N,0,1
375,5,Williston Creek,228,Inf,NC3N,0,1
376,5,Williston Creek,228,Inf,NC3N,0,1
377,5,Williston Creek,228,Inf,NC3N,0,1
378,5,Williston Creek,228,Inf,NC3N,0,1
379,5,Williston Creek,228,Inf,NC3N,0,1
380,5,Williston Creek,228,Inf,NC3N,0,1
381,5,Williston Creek,228,Inf,NC3N,0,1
382,5,Williston Creek,228,Inf,NC3N,0,1
383,5,Williston Creek,228,Inf,NC3N,0,1
384,5,Williston Creek,228,Inf,NC3N,0,1
385,5,Williston Creek,228,Inf,NC3N,0,1
386,5,Williston Creek,228,Inf,NC3N,0,1
387,5,Williston Creek,228,Inf,NC3N,0,1
388,5,Williston Creek,228,Inf,NC3N,0,1
389,5,Williston Creek,228,Inf,NC3N,0,1
390,5,Williston Creek,228,Inf,NC3N,0,1
391,5,Williston Creek,228,Inf,NC3N,0,1
392,5,Williston Creek,228,Inf,NC3N,0,1
393,5,Williston Creek,228,Inf,NC3N,0,1
394,5,Williston Creek,228,Inf,NC3N,0,1
395,5,Williston Creek,228,Inf,NC3N,0,1
396,5,Williston Creek,228,Inf,NC3N,0,1
397,5,Williston Creek,228,Inf,NC3N,0,1
398,5,Williston Creek,228,Inf,NC3N,0,1
399,5,Williston Creek,228,Inf,NC3N,0,1
400,5,Williston Creek,228,Inf,NC3N,0,1
401,5,Williston Creek,228,Inf,NC3N,0,1
402,5,Williston Creek,228,Inf,NC3N,0,1
403,5,Williston Creek,228,Inf,NC3N,0,1
404,5,Williston Creek,228,Inf,NC3N,0,1
405,5,Williston Creek,228,Inf,NC3N,0,1
406,5,Williston Creek,228,Inf,NC3N,0,1
407,5,Williston Creek,228,Inf,NC3N,0,1
408,5,Williston Creek,228,Inf,NC3N,0,1
409,7,Williston Creek,5,19,HNRY2N,1,0
410,7,Williston Creek,5,19,HNRY2N,1,0
411,7,Williston Creek,5,19,HNRY2N,1,0
412,7,Williston Creek,5,19,HNRY2N,1,0
413,7,Williston Creek,5,19,HNRY2N,1,0
414,7,Williston Creek,5,19,HNRY2N,1,0
415,7,Williston Creek,19,34,HNRY2N,1,0
416,7,Williston Creek,19,34,HNRY2N,1,0
417,7,Williston Creek,19,34,HNRY2N,1,0
418,7,Williston Creek,19,34,HNRY2N,1,0
419,7,Williston Creek,34,47,HNRY2N,1,0
420,7,Williston Creek,47,75,HNRY2N,1,0
421,7,Williston Creek,47,75,HNRY2N,1,0
422,7,Williston Creek,47,75,HNRY2N,1,0
423,7,Williston Creek,47,75,HNRY2N,1,0
424,7,Williston Creek,47,75,HNRY2N,1,0
425,7,Williston Creek,47,75,HNRY2N,1,0
426,7,Williston Creek,47,75,HNRY2N,1,0
427,7,Williston Creek,75,88,HNRY2N,1,0
428,7,Williston Creek,75,88,HNRY2N,1,0
429,7,Williston Creek,75,88,HNRY2N,1,0
430,7,Williston Creek,75,88,HNRY2N,1,0
431,7,Williston Creek,75,88,HNRY2N,1,0
432,7,Williston Creek,75,88,HNRY2N,1,0
433,7,Williston Creek,75,88,HNRY2N,1,0
434,7,Williston Creek,75,88,HNRY2N,1,0
435,7,Williston Creek,75,88,HNRY2N,1,0
436,7,Williston Creek,75,88,HNRY2N,1,0
437,7,Williston Creek,75,88,HNRY2N,1,0
438,7,Williston Creek,75,88,HNRY2N,1,0
439,7,Williston Creek,75,88,HNRY2N,1,0
440,7,Williston Creek,75,88,HNRY2N,1,0
441,7,Williston Creek,75,88,HNRY2N,1,0
442,7,Williston Creek,75,88,HNRY2N,1,0
443,7,Williston Creek,75,88,HNRY2N,1,0
444,7,Williston Creek,75,88,HNRY2N,1,0
445,7,Williston Creek,75,88,HNRY2N,1,0
446,7,Williston Creek,75,88,HNRY2N,1,0
447,7,Williston Creek,75,88,HNRY2N,1,0
448,7,Williston Creek,75,88,HNRY2N,1,0
449,7,Williston Creek,75,88,HNRY2N,1,0
450,7,Williston Creek,75,88,HNRY2N,1,0
451,7,Williston Creek,88,95,HNRY2N,1,0
452,7,Williston Creek,88,95,HNRY2N,1,0
453,7,Williston Creek,88,95,HNRY2N,1,0
454,7,Williston Creek,88,95,HNRY2N,1,0
455,7,Williston Creek,88,95,HNRY2N,1,0
456,7,Williston Creek,88,95,HNRY2N,1,0
457,7,Williston Creek,88,95,HNRY2N,1,0
458,7,Williston Creek,95,102,HNRY2N,1,0
459,7,Williston Creek,95,102,HNRY2N,1,0
460,7,Williston Creek,95,102,HNRY2N,1,0
461,7,Williston Creek,95,102,HNRY2N,1,0
462,7,Williston Creek,95,102,HNRY2N,1,0
463,7,Williston Creek,95,102,HNRY2N,1,0
464,7,Williston Creek,95,102,HNRY2N,1,0
465,7,Williston Creek,95,102,HNRY2N,1,0
466,7,Williston Creek,95,102,HNRY2N,1,0
467,7,Williston Creek,95,102,HNRY2N,1,0
468,7,Williston Creek,95,102,HNRY2N,1,0
469,7,Williston Creek,95,102,HNRY2N,1,0
470,7,Williston Creek,102,116,HNRY2N,1,0
471,7,Williston Creek,102,116,HNRY2N,1,0
472,7,Williston Creek,102,116,HNRY2N,1,0
473,7,Williston Creek,102,116,HNRY2N,1,0
474,7,Williston Creek,102,116,HNRY2N,1,0
475,7,Williston Creek,102,116,HNRY2N,1,0
476,7,Williston Creek,102,116,HNRY2N,1,0
477,7,Williston Creek,102,116,HNRY2N,1,0
478,7,Williston Creek,102,116,HNRY2N,1,0
479,7,Williston Creek,116,130,HNRY2N,1,0
480,7,Williston Creek,116,130,HNRY2N,1,0
481,7,Williston Creek,116,130,HNRY2N,1,0
482,7,Williston Creek,116,130,HNRY2N,1,0
483,7,Williston Creek,116,130,HNRY2N,1,0
484,7,Williston Creek,116,130,HNRY2N,1,0
485,7,Williston Creek,116,130,HNRY2N,1,0
486,7,Williston Creek,116,130,HNRY2N,1,0
487,7,Williston Creek,116,130,HNRY2N,1,0
488,7,Williston Creek,116,130,HNRY2N,1,0
489,7,Williston Creek,116,130,HNRY2N,1,0
490,7,Williston Creek,116,130,HNRY2N,1,0
491,7,Williston Creek,116,130,HNRY2N,1,0
492,7,Williston Creek,116,130,HNRY2N,1,0
493,7,Williston Creek,116,130,HNRY2N,1,0
494,7,Williston Creek,116,130,HNRY2N,1,0
495,7,Williston Creek,116,130,HNRY2N,1,0
496,7,Williston Creek,130,145,HNRY2N,1,0
497,7,Williston Creek,130,145,HNRY2N,1,0
498,7,Williston Creek,130,145,HNRY2N,1,0
499,7,Williston Creek,130,145,HNRY2N,1,0
500,7,Williston Creek,130,145,HNRY2N,1,0
501,7,Williston Creek,130,145,HNRY2N,1,0
502,7,Williston Creek,130,145,HNRY2N,1,0
503,7,Williston Creek,130,145,HNRY2N,1,0
504,7,Williston Creek,130,145,HNRY2N,1,0
505,7,Williston Creek,130,145,HNRY2N,1,0
506,7,Williston Creek,130,145,HNRY2N,1,0
507,7,Williston Creek,130,145,HNRY2N,1,0
508,7,Williston Creek,130,145,HNRY2N,1,0
509,7,Williston Creek,145,158,HNRY2N,1,0
510,7,Williston Creek,145,158,HNRY2N,1,0
511,7,Williston Creek,145,158,HNRY2N,1,0
512,7,Williston Creek,145,158,HNRY2N,1,0
513,7,Williston Creek,145,158,HNRY2N,1,0
514,7,Williston Creek,145,158,HNRY2N,1,0
515,7,Williston Creek,145,158,HNRY2N,1,0
516,7,Williston Creek,145,158,HNRY2N,1,0
517,7,Williston Creek,145,158,HNRY2N,1,0
518,7,Williston Creek,145,158,HNRY2N,1,0
519,7,Williston Creek,145,158,HNRY2N,1,0
520,7,Williston Creek,158,172,HNRY2N,1,0
521,7,Williston Creek,158,172,HNRY2N,1,0
522,7,Williston Creek,158,172,HNRY2N,1,0
523,7,Williston Creek,158,172,HNRY2N,1,0
524,7,Williston Creek,158,172,HNRY2N,1,0
525,7,Williston Creek,158,172,HNRY2N,1,0
526,7,Williston Creek,158,172,HNRY2N,1,0
527,7,Williston Creek,158,172,HNRY2N,1,0
528,7,Williston Creek,158,172,HNRY2N,1,0
529,7,Williston Creek,158,172,HNRY2N,1,0
530,7,Williston Creek,158,172,HNRY2N,1,0
531,7,Williston Creek,172,186,HNRY2N,1,0
532,7,Williston Creek,172,186,HNRY2N,1,0
533,7,Williston Creek,172,186,HNRY2N,1,0
